-40 -22.5 2.5
-42.5 -22.5 5
-42.5 -17.5 5
-40 -17.5 2.5

-40 -22.5 2.5
-37.5 -22.5 5
-37.5 -17.5 5
-40 -17.5 2.5

-40 -22.5 2.5
-37.5 -22.5 0
-37.5 -17.5 0
-40 -17.5 2.5

-40 -22.5 2.5
-42.5 -22.5 0
-42.5 -17.5 0
-40 -17.5 2.5

-40 -22.5 2.5
-42.5 -22.5 5
-42.5 -17.5 5
-40 -17.5 2.5

