10 -32.5 2.5
7.5 -32.5 5
7.5 -27.5 5
10 -27.5 2.5

10 -32.5 2.5
12.5 -32.5 5
12.5 -27.5 5
10 -27.5 2.5

10 -32.5 2.5
12.5 -32.5 0
12.5 -27.5 0
10 -27.5 2.5

10 -32.5 2.5
7.5 -32.5 0
7.5 -27.5 0
10 -27.5 2.5

10 -32.5 2.5
7.5 -32.5 5
7.5 -27.5 5
10 -27.5 2.5

