29.3333 10 5
19.3333 10 10
19.3333 30 10
29.3333 30 5

29.3333 10 5
39.3333 10 10
39.3333 30 10
29.3333 30 5

29.3333 10 5
39.3333 10 5
39.3333 30 5
29.3333 30 5

29.3333 10 5
39.3333 10 0
39.3333 30 0
29.3333 30 5

29.3333 10 5
19.3333 10 0
19.3333 30 0
29.3333 30 5

29.3333 10 5
19.3333 10 10
19.3333 30 10
29.3333 30 5

